index,split,label,activity,source_activity,session_id,source_csv,start_frame,end_frame,label_source,event_phase,include_in_training,overlap_seconds,overlap_fraction,window_start_s,window_end_s,exclude_reason,annotation_confidence,quality_flags,method_version
681,val,2,sitting,sitting,sitting__sitting_20260714_140340_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_140340_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
712,val,2,sitting,sitting,sitting__sitting_20260716_134112_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134112_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
713,val,2,sitting,sitting,sitting__sitting_20260716_134112_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134112_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
714,val,2,sitting,sitting,sitting__sitting_20260716_134112_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134112_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
715,val,2,sitting,sitting,sitting__sitting_20260716_134112_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134112_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
716,val,2,sitting,sitting,sitting__sitting_20260716_134112_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_134112_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
762,val,2,sitting,sitting,sitting__sitting_20260716_135343_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135343_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
763,val,2,sitting,sitting,sitting__sitting_20260716_135343_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135343_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
764,val,2,sitting,sitting,sitting__sitting_20260716_135343_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135343_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
765,val,2,sitting,sitting,sitting__sitting_20260716_135343_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135343_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
766,val,2,sitting,sitting,sitting__sitting_20260716_135343_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135343_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
767,val,2,sitting,sitting,sitting__sitting_20260716_135400_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135400_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
768,val,2,sitting,sitting,sitting__sitting_20260716_135400_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135400_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
769,val,2,sitting,sitting,sitting__sitting_20260716_135400_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135400_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
770,val,2,sitting,sitting,sitting__sitting_20260716_135400_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135400_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
771,val,2,sitting,sitting,sitting__sitting_20260716_135400_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135400_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
772,val,2,sitting,sitting,sitting__sitting_20260716_135429_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135429_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
773,val,2,sitting,sitting,sitting__sitting_20260716_135429_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135429_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
774,val,2,sitting,sitting,sitting__sitting_20260716_135429_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135429_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
775,val,2,sitting,sitting,sitting__sitting_20260716_135429_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135429_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
776,val,2,sitting,sitting,sitting__sitting_20260716_135429_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135429_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
821,val,2,sitting,sitting,sitting__sitting_20260716_135823_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135823_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
822,val,2,sitting,sitting,sitting__sitting_20260716_135823_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135823_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
823,val,2,sitting,sitting,sitting__sitting_20260716_135823_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135823_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
824,val,2,sitting,sitting,sitting__sitting_20260716_135823_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135823_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
825,val,2,sitting,sitting,sitting__sitting_20260716_135823_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_135823_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
856,val,2,sitting,sitting,sitting__sitting_20260716_140345_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140345_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
857,val,2,sitting,sitting,sitting__sitting_20260716_140345_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140345_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
858,val,2,sitting,sitting,sitting__sitting_20260716_140345_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140345_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
859,val,2,sitting,sitting,sitting__sitting_20260716_140345_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140345_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
860,val,2,sitting,sitting,sitting__sitting_20260716_140345_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260716_140345_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
871,val,1,standing,standing,standing__standing_20260714_140527_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140527_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
872,val,1,standing,standing,standing__standing_20260714_140527_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140527_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
873,val,1,standing,standing,standing__standing_20260714_140527_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140527_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
874,val,1,standing,standing,standing__standing_20260714_140527_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140527_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
875,val,1,standing,standing,standing__standing_20260714_140527_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140527_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
916,val,1,standing,standing,standing__standing_20260714_140727_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140727_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
917,val,1,standing,standing,standing__standing_20260714_140727_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140727_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
918,val,1,standing,standing,standing__standing_20260714_140727_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140727_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
919,val,1,standing,standing,standing__standing_20260714_140727_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140727_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
920,val,1,standing,standing,standing__standing_20260714_140727_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140727_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
926,val,1,standing,standing,standing__standing_20260714_140745_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140745_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
927,val,1,standing,standing,standing__standing_20260714_140745_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140745_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
928,val,1,standing,standing,standing__standing_20260714_140745_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140745_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
929,val,1,standing,standing,standing__standing_20260714_140745_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140745_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
930,val,1,standing,standing,standing__standing_20260714_140745_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140745_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
931,val,1,standing,standing,standing__standing_20260714_140754_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140754_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
932,val,1,standing,standing,standing__standing_20260714_140754_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140754_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
933,val,1,standing,standing,standing__standing_20260714_140754_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140754_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
934,val,1,standing,standing,standing__standing_20260714_140754_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140754_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
935,val,1,standing,standing,standing__standing_20260714_140754_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140754_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
946,val,1,standing,standing,standing__standing_20260714_140823_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140823_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
947,val,1,standing,standing,standing__standing_20260714_140823_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140823_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
948,val,1,standing,standing,standing__standing_20260714_140823_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140823_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
949,val,1,standing,standing,standing__standing_20260714_140823_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140823_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
950,val,1,standing,standing,standing__standing_20260714_140823_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_140823_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1155,val,1,standing,standing,standing__standing_20260714_141641_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141641_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1156,val,1,standing,standing,standing__standing_20260714_141641_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141641_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1157,val,1,standing,standing,standing__standing_20260714_141641_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141641_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1158,val,1,standing,standing,standing__standing_20260714_141641_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141641_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1159,val,1,standing,standing,standing__standing_20260714_141641_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141641_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1195,val,1,standing,standing,standing__standing_20260714_141809_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141809_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1196,val,1,standing,standing,standing__standing_20260714_141809_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141809_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1197,val,1,standing,standing,standing__standing_20260714_141809_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141809_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1198,val,1,standing,standing,standing__standing_20260714_141809_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141809_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1199,val,1,standing,standing,standing__standing_20260714_141809_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141809_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1208,val,1,standing,standing,standing__standing_20260714_141840_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141840_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1209,val,1,standing,standing,standing__standing_20260714_141840_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141840_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1210,val,1,standing,standing,standing__standing_20260714_141840_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141840_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1211,val,1,standing,standing,standing__standing_20260714_141840_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141840_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1212,val,1,standing,standing,standing__standing_20260714_141840_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141840_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1213,val,1,standing,standing,standing__standing_20260714_141935_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141935_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1214,val,1,standing,standing,standing__standing_20260714_141935_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141935_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1215,val,1,standing,standing,standing__standing_20260714_141935_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141935_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1216,val,1,standing,standing,standing__standing_20260714_141935_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141935_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1217,val,1,standing,standing,standing__standing_20260714_141935_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_141935_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1328,val,1,standing,standing,standing__standing_20260714_142351_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142351_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1329,val,1,standing,standing,standing__standing_20260714_142351_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142351_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1330,val,1,standing,standing,standing__standing_20260714_142351_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142351_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1331,val,1,standing,standing,standing__standing_20260714_142351_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142351_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1332,val,1,standing,standing,standing__standing_20260714_142351_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142351_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1363,val,1,standing,standing,standing__standing_20260714_142547_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142547_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1364,val,1,standing,standing,standing__standing_20260714_142547_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142547_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1365,val,1,standing,standing,standing__standing_20260714_142547_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142547_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1366,val,1,standing,standing,standing__standing_20260714_142547_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142547_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1367,val,1,standing,standing,standing__standing_20260714_142547_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142547_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1378,val,1,standing,standing,standing__standing_20260714_142627_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142627_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1379,val,1,standing,standing,standing__standing_20260714_142627_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142627_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1380,val,1,standing,standing,standing__standing_20260714_142627_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142627_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1381,val,1,standing,standing,standing__standing_20260714_142627_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142627_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1382,val,1,standing,standing,standing__standing_20260714_142627_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142627_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1468,val,1,standing,standing,standing__standing_20260716_132839_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132839_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1469,val,1,standing,standing,standing__standing_20260716_132839_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132839_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1470,val,1,standing,standing,standing__standing_20260716_132839_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132839_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1471,val,1,standing,standing,standing__standing_20260716_132839_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132839_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1472,val,1,standing,standing,standing__standing_20260716_132839_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132839_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1482,val,1,standing,standing,standing__standing_20260716_132954_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132954_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1483,val,1,standing,standing,standing__standing_20260716_132954_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132954_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1484,val,1,standing,standing,standing__standing_20260716_132954_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132954_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1485,val,1,standing,standing,standing__standing_20260716_132954_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132954_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1486,val,1,standing,standing,standing__standing_20260716_132954_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132954_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1517,val,1,standing,standing,standing__standing_20260716_133244_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133244_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1518,val,1,standing,standing,standing__standing_20260716_133244_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133244_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1519,val,1,standing,standing,standing__standing_20260716_133244_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133244_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1520,val,1,standing,standing,standing__standing_20260716_133244_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133244_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1521,val,1,standing,standing,standing__standing_20260716_133244_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133244_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1532,val,1,standing,standing,standing__standing_20260716_133336_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133336_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1533,val,1,standing,standing,standing__standing_20260716_133336_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133336_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1534,val,1,standing,standing,standing__standing_20260716_133336_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133336_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1535,val,1,standing,standing,standing__standing_20260716_133336_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133336_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1536,val,1,standing,standing,standing__standing_20260716_133336_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133336_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1557,val,1,standing,standing,standing__standing_20260716_133711_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133711_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1558,val,1,standing,standing,standing__standing_20260716_133711_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133711_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1559,val,1,standing,standing,standing__standing_20260716_133711_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133711_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1560,val,1,standing,standing,standing__standing_20260716_133711_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133711_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1561,val,1,standing,standing,standing__standing_20260716_133711_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133711_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1567,val,1,standing,standing,standing__standing_20260717_145810_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145810_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1568,val,1,standing,standing,standing__standing_20260717_145810_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145810_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1569,val,1,standing,standing,standing__standing_20260717_145810_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145810_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1570,val,1,standing,standing,standing__standing_20260717_145810_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145810_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1616,val,1,standing,standing,standing__standing_20260717_150103_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150103_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1617,val,1,standing,standing,standing__standing_20260717_150103_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150103_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1618,val,1,standing,standing,standing__standing_20260717_150103_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150103_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1619,val,1,standing,standing,standing__standing_20260717_150103_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150103_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1620,val,1,standing,standing,standing__standing_20260717_150103_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150103_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1626,val,1,standing,standing,standing__standing_20260717_150206_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150206_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1627,val,1,standing,standing,standing__standing_20260717_150206_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150206_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1628,val,1,standing,standing,standing__standing_20260717_150206_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150206_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1629,val,1,standing,standing,standing__standing_20260717_150206_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150206_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1630,val,1,standing,standing,standing__standing_20260717_150206_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150206_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1681,val,1,standing,standing,standing__standing_20260717_150656_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150656_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1682,val,1,standing,standing,standing__standing_20260717_150656_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150656_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1683,val,1,standing,standing,standing__standing_20260717_150656_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150656_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1684,val,1,standing,standing,standing__standing_20260717_150656_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150656_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1685,val,1,standing,standing,standing__standing_20260717_150656_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150656_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1696,val,1,standing,standing,standing__standing_20260717_150842_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150842_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
